Date,Revenue,COGS,web_sessions,web_visitors,web_pageviews,inv_avg_stock,inv_units_sold,inv_stockout_count,order_count,is_promo_active,active_promo_count
2013-01-06,2603356.52,2060481.76,9545.0,6992.0,47160.0,0.0,0.0,0.0,93,0,0
2013-01-07,3048100.39,2452517.39,10203.0,7354.0,32749.0,0.0,0.0,0.0,113,0,0
2013-01-08,2449700.42,1973182.14,9456.0,7459.0,31482.0,0.0,0.0,0.0,90,0,0
2013-01-09,2049715.7,1654806.5,9162.0,7108.0,46717.0,0.0,0.0,0.0,75,0,0
2013-01-10,2794331.46,2122153.07,9887.0,7878.0,38472.0,0.0,0.0,0.0,79,0,0
2013-01-11,2343077.25,1805692.13,9412.0,7368.0,46916.0,0.0,0.0,0.0,79,0,0
2013-01-12,2814596.53,2241879.07,8730.0,6136.0,33336.0,0.0,0.0,0.0,92,0,0
2013-01-13,2919719.62,2279740.92,8818.0,6863.0,35427.0,0.0,0.0,0.0,112,0,0
2013-01-14,3077677.28,2477490.97,8230.0,6203.0,35402.0,0.0,0.0,0.0,120,0,0
2013-01-15,2536405.93,2094291.34,8102.0,6179.0,39490.0,0.0,0.0,0.0,117,0,0
2013-01-16,1849789.43,1445623.48,9373.0,7503.0,37034.0,0.0,0.0,0.0,76,0,0
2013-01-17,2173214.95,1763012.0,9819.0,7503.0,48840.0,0.0,0.0,0.0,83,0,0
2013-01-18,2099249.56,1615535.57,10041.0,7821.0,35761.0,0.0,0.0,0.0,96,0,0
2013-01-19,2477132.79,2033637.15,8746.0,6138.0,33440.0,0.0,0.0,0.0,94,0,0
2013-01-20,2522776.58,2018671.04,10270.0,8030.0,35184.0,0.0,0.0,0.0,116,0,0
2013-01-21,4100379.42,3250868.59,10339.0,8283.0,40661.0,0.0,0.0,0.0,148,0,0
2013-01-22,3538734.12,2801650.02,10100.0,7469.0,39597.0,0.0,0.0,0.0,128,0,0
2013-01-23,2836455.88,2322088.98,9307.0,7261.0,39117.0,0.0,0.0,0.0,114,0,0
2013-01-24,2522924.71,2102458.71,9698.0,7034.0,36976.0,0.0,0.0,0.0,108,0,0
2013-01-25,2823082.71,2273250.41,10600.0,7868.0,42453.0,0.0,0.0,0.0,123,0,0
2013-01-26,2312290.79,1869897.73,10226.0,8004.0,42655.0,0.0,0.0,0.0,107,0,0
2013-01-27,3818881.29,3023842.24,8604.0,6327.0,44601.0,0.0,0.0,0.0,152,0,0
2013-01-28,5008712.77,4035190.91,9701.0,7636.0,51697.0,0.0,0.0,0.0,207,0,0
2013-01-29,4833870.43,4015854.7,8638.0,6928.0,42663.0,0.0,0.0,0.0,214,0,0
2013-01-30,4296295.37,3414688.28,8596.0,6245.0,30451.0,0.0,0.0,0.0,185,0,0
2013-01-31,3378679.46,2731823.14,8915.0,6530.0,47230.0,79.30260047281324,5339.0,270.0,167,1,1
2013-02-01,4073777.92,3289266.58,15758.0,11220.0,63433.0,0.0,0.0,0.0,163,1,1
2013-02-02,2351969.75,1915236.16,15027.0,12295.0,56597.0,0.0,0.0,0.0,80,1,1
2013-02-03,2743224.75,2293960.05,14372.0,10507.0,72606.0,0.0,0.0,0.0,102,1,1
2013-02-04,3599084.22,2986552.92,15623.0,12726.0,62972.0,0.0,0.0,0.0,151,1,1
2013-02-05,3829186.14,3181079.49,14177.0,11064.0,62917.0,0.0,0.0,0.0,133,1,1
2013-02-06,2313071.08,1919077.04,14103.0,10525.0,66736.0,0.0,0.0,0.0,87,1,1
2013-02-07,2839296.13,2338660.54,14761.0,10967.0,66344.0,0.0,0.0,0.0,101,1,1
2013-02-08,2648161.4,2136088.4,14467.0,10993.0,59452.0,0.0,0.0,0.0,100,1,1
2013-02-09,2957587.36,2354253.06,14578.0,10995.0,47223.0,0.0,0.0,0.0,122,1,1
2013-02-10,3380985.73,2832001.18,16602.0,12760.0,61322.0,0.0,0.0,0.0,139,1,1
2013-02-11,4189315.44,3426089.62,15063.0,11080.0,60064.0,0.0,0.0,0.0,187,1,1
2013-02-12,3967295.55,3276616.25,15368.0,11408.0,65858.0,0.0,0.0,0.0,163,1,1
2013-02-13,3156812.35,2628245.52,13346.0,9812.0,50414.0,0.0,0.0,0.0,118,1,1
2013-02-14,3286622.13,2725794.93,17180.0,13040.0,85934.0,0.0,0.0,0.0,142,1,1
2013-02-15,2860640.37,2293142.09,13633.0,10416.0,74873.0,0.0,0.0,0.0,111,1,1
2013-02-16,3339909.75,2755975.45,15360.0,12159.0,73050.0,0.0,0.0,0.0,140,1,1
2013-02-17,3433567.61,2907659.44,14662.0,10421.0,77351.0,0.0,0.0,0.0,150,1,1
2013-02-18,4473211.04,3823113.82,13304.0,9946.0,43820.0,0.0,0.0,0.0,183,1,1
2013-02-19,4318301.23,3421155.04,16231.0,11522.0,82447.0,0.0,0.0,0.0,174,1,1
2013-02-20,3392471.04,2787089.48,14347.0,11037.0,75545.0,0.0,0.0,0.0,148,1,1
2013-02-21,3412803.18,2676550.95,14194.0,11525.0,54818.0,0.0,0.0,0.0,141,1,1
2013-02-22,3535377.38,2908690.59,15750.0,12758.0,61771.0,0.0,0.0,0.0,154,1,1
2013-02-23,4286140.45,3439856.85,14540.0,11603.0,61974.0,0.0,0.0,0.0,179,1,1
2013-02-24,5419232.89,4431878.1,13758.0,9915.0,63623.0,0.0,0.0,0.0,243,1,1
2013-02-25,9128225.25,7430696.94,13676.0,10852.0,72244.0,0.0,0.0,0.0,411,1,1
2013-02-26,6762535.71,5653323.87,15824.0,11642.0,60025.0,0.0,0.0,0.0,329,1,1
2013-02-27,5716765.68,4880975.48,15908.0,11989.0,72791.0,0.0,0.0,0.0,299,1,1
2013-02-28,4367566.41,3573846.75,15284.0,11512.0,56308.0,79.13318284424379,7007.0,315.0,211,1,1
2013-03-01,2693901.21,2256905.73,20573.0,15216.0,82066.0,0.0,0.0,0.0,142,1,1
2013-03-02,279813.94,236576.31,18275.0,14004.0,64834.0,0.0,0.0,0.0,9,0,0
2013-03-03,1959484.08,1505793.8,19075.0,15498.0,69465.0,0.0,0.0,0.0,48,0,0
2013-03-04,1412869.43,1130489.5,21760.0,16400.0,112923.0,0.0,0.0,0.0,56,0,0
2013-03-05,2440470.72,1954056.55,21169.0,15161.0,90533.0,0.0,0.0,0.0,83,0,0
2013-03-06,3247761.18,2622451.1,19422.0,13780.0,66932.0,0.0,0.0,0.0,110,0,0
2013-03-07,4017685.67,3191424.08,20205.0,14897.0,74215.0,0.0,0.0,0.0,161,0,0
2013-03-08,3622255.55,2838056.23,21327.0,17243.0,72483.0,0.0,0.0,0.0,139,0,0
2013-03-09,3263371.09,2560913.71,20046.0,15758.0,91235.0,0.0,0.0,0.0,118,0,0
2013-03-10,3510986.19,2877727.07,19505.0,15320.0,104073.0,0.0,0.0,0.0,129,0,0
2013-03-11,3242639.13,2568418.97,21480.0,15406.0,115544.0,0.0,0.0,0.0,134,0,0
2013-03-12,3660190.99,2853606.73,16857.0,13571.0,82314.0,0.0,0.0,0.0,149,0,0
2013-03-13,4335373.37,3463021.54,23166.0,18652.0,76524.0,0.0,0.0,0.0,181,0,0
2013-03-14,6692797.3,5359353.2,18997.0,14391.0,77150.0,0.0,0.0,0.0,245,0,0
2013-03-15,5330057.69,4206775.58,20137.0,15797.0,106673.0,0.0,0.0,0.0,207,0,0
2013-03-16,3591734.21,2762570.88,20761.0,16647.0,90756.0,0.0,0.0,0.0,138,0,0
2013-03-17,4401297.64,3565497.63,17101.0,12496.0,79841.0,0.0,0.0,0.0,172,0,0
2013-03-18,4567013.37,3743618.37,22860.0,18012.0,120159.0,0.0,0.0,0.0,203,1,1
2013-03-19,4645433.62,3929520.42,17631.0,14247.0,85400.0,0.0,0.0,0.0,218,1,1
2013-03-20,4992105.19,4308112.41,21762.0,16804.0,116234.0,0.0,0.0,0.0,246,1,1
2013-03-21,7355693.45,6496769.78,22061.0,17031.0,119803.0,0.0,0.0,0.0,322,1,1
2013-03-22,6603332.26,6021167.98,20729.0,16912.0,71130.0,0.0,0.0,0.0,306,1,1
2013-03-23,6009508.61,5393148.03,21609.0,15589.0,92824.0,0.0,0.0,0.0,246,1,1
2013-03-24,5088153.2,4610104.28,20504.0,16771.0,96571.0,0.0,0.0,0.0,236,1,1
2013-03-25,4694308.82,4169990.65,16659.0,12105.0,60697.0,0.0,0.0,0.0,216,1,1
2013-03-26,5731432.22,5192620.7,20555.0,16341.0,109308.0,0.0,0.0,0.0,256,1,1
2013-03-27,6872130.59,6081507.57,16879.0,12285.0,56985.0,0.0,0.0,0.0,313,1,1
2013-03-28,8099154.93,7239463.63,18569.0,14393.0,98414.0,0.0,0.0,0.0,398,1,1
2013-03-29,8381683.44,7644413.84,19856.0,14231.0,93944.0,0.0,0.0,0.0,369,1,1
2013-03-30,11636994.38,10600188.31,21034.0,15942.0,82344.0,0.0,0.0,0.0,544,1,1
2013-03-31,9455023.8,8513517.85,21610.0,16402.0,74076.0,80.89890109890109,8934.0,321.0,496,1,1
2013-04-01,10313848.23,9188774.52,24812.0,17641.0,117628.0,0.0,0.0,0.0,516,1,1
2013-04-02,8250013.05,7374699.1,26607.0,19633.0,99501.0,0.0,0.0,0.0,407,1,1
2013-04-03,8740749.51,7769943.74,26624.0,19598.0,107204.0,0.0,0.0,0.0,448,1,1
2013-04-04,4270660.8,3779960.51,21608.0,16833.0,111095.0,0.0,0.0,0.0,175,1,1
